,Graph,Nodes,Edges,Density,Core Size,Exact Runtime,Threshold,Generator Size,Exact Core Nodes,Exact Core Relative Nodes,Exact Core Edges,Exact Core Relative Edges,Exact Core Out Edges,Tree Core Nodes,Tree Core Relative Nodes,Tree Core Edges,Tree Core Relative Edges,Tree Core Out Edges,Tree Core Runtime,Tree Runtime,Tree Recall,Tree Similarity,Outerplanar Core Nodes,Outerplanar Core Relative Nodes,Outerplanar Core Edges,Outerplanar Core Relative Edges,Outerplanar Core Out Edges,Outerplanar Core Runtime,Outerplanar Runtime,Outerplanar Recall,Outerplanar Similarity
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.020000,100,9487,0.529911,142943,0.725485,43115,625,28.644800,0,0,0,1.614906,12.756889,0.065880,0.065880,9512,1.882149,0,0,0,8.572519,41.302707,0.974808,0.948416
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.020000,200,9487,0.529911,142943,0.725485,43115,1176,15.223639,0,0,0,1.685175,12.827158,0.123959,0.123959,9520,1.880567,0,0,0,9.206784,41.936972,0.975124,0.948237
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.020000,300,9487,0.529911,142943,0.725485,43115,1608,11.133706,0,0,0,1.780358,12.922341,0.169495,0.169495,9547,1.875249,0,0,0,9.770810,42.500998,0.976283,0.947810
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.020000,400,9487,0.529911,142943,0.725485,43115,1962,9.124873,0,0,0,1.740725,12.882708,0.206809,0.206809,9566,1.871524,0,0,0,10.239228,42.969416,0.976916,0.947164
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.020000,500,9487,0.529911,142943,0.725485,43115,2256,7.935727,0,0,0,1.806387,12.948370,0.237377,0.237277,9593,1.866257,0,0,0,10.482810,43.212998,0.977443,0.945549
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.030000,5,9487,0.529911,142943,0.725485,43115,4,4475.750000,0,0,0,1.276993,12.418976,0.000422,0.000422,8946,2.001230,0,0,0,5.843639,38.573827,0.932328,0.922507
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.030000,10,9487,0.529911,142943,0.725485,43115,12,1491.916667,0,0,0,1.409820,12.551803,0.001265,0.001265,9146,1.957468,0,0,0,6.673577,39.403765,0.951091,0.938918
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.030000,100,9487,0.529911,142943,0.725485,43115,342,52.347953,0,0,0,1.615725,12.757708,0.036049,0.036049,9280,1.929203,0,0,0,8.223252,40.953440,0.961737,0.946179
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.030000,200,9487,0.529911,142943,0.725485,43115,741,24.160594,0,0,0,1.669908,12.811891,0.078107,0.078107,9286,1.927956,0,0,0,8.757891,41.488079,0.962264,0.946599
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.030000,300,9487,0.529911,142943,0.725485,43115,1091,16.409716,0,0,0,1.709970,12.851953,0.114999,0.114999,9301,1.924847,0,0,0,9.266894,41.997082,0.963424,0.947347
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.030000,400,9487,0.529911,142943,0.725485,43115,1389,12.889129,0,0,0,1.762486,12.904469,0.146411,0.146411,9312,1.922573,0,0,0,9.733943,42.464131,0.964056,0.947477
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.030000,500,9487,0.529911,142943,0.725485,43115,1678,10.669249,0,0,0,1.805543,12.947526,0.176452,0.176378,9330,1.918864,0,0,0,10.186319,42.916507,0.965005,0.947526
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.040000,5,9487,0.529911,142943,0.725485,43115,1,17903.000000,0,0,0,1.258795,12.400778,0.000105,0.000105,8726,2.051685,0,0,0,5.573403,38.303591,0.912933,0.906721
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.040000,10,9487,0.529911,142943,0.725485,43115,4,4475.750000,0,0,0,1.385591,12.527574,0.000422,0.000422,8940,2.002573,0,0,0,6.676888,39.407076,0.933066,0.924491
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.040000,100,9487,0.529911,142943,0.725485,43115,219,81.748858,0,0,0,1.623029,12.765012,0.023084,0.023084,9107,1.965850,0,0,0,8.246780,40.976968,0.948983,0.938693
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.040000,200,9487,0.529911,142943,0.725485,43115,518,34.561776,0,0,0,1.651973,12.793956,0.054601,0.054601,9118,1.963479,0,0,0,8.865953,41.596141,0.949931,0.939435
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.040000,300,9487,0.529911,142943,0.725485,43115,775,23.100645,0,0,0,1.710746,12.852729,0.081691,0.081691,9127,1.961543,0,0,0,9.463476,42.193664,0.950564,0.939767
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.040000,400,9487,0.529911,142943,0.725485,43115,1041,17.197887,0,0,0,1.751911,12.893894,0.109729,0.109729,9143,1.958110,0,0,0,10.014179,42.744367,0.951829,0.940625
,CA-AstroPh_component,17903,197031,0.000615,9487,635.000000,0.040000,500,9487,0.529911,142943,0.725485,43115,1299,13.782140,0,0,0,1.790375,12.932358,0.136503,0.136445,9161,1.954263,0,0,0,10.368094,43.098282,0.952883,0.940883
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.010000,5,8603,0.402706,49682,0.543912,30795,265,80.615094,0,0,0,2.137558,9.950560,0.028362,0.028293,9431,2.265189,0,0,0,7.381470,45.167564,0.991515,0.897517
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.010000,10,8603,0.402706,49682,0.543912,30795,459,46.542484,0,0,0,1.898836,9.711838,0.049518,0.049328,9673,2.208519,0,0,0,7.977071,45.763165,0.994304,0.879860
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.010000,100,8603,0.402706,49682,0.543912,30795,1716,12.449301,0,0,0,2.068076,9.881078,0.194118,0.193086,9880,2.162247,0,0,0,10.010105,47.796199,0.997559,0.866781
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.010000,200,8603,0.402706,49682,0.543912,30795,2406,8.879052,0,0,0,2.134201,9.947203,0.274207,0.272717,9919,2.153745,0,0,0,10.728526,48.514620,0.997675,0.863568
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.010000,300,8603,0.402706,49682,0.543912,30795,2883,7.409990,0,0,0,2.370648,10.183650,0.329652,0.327861,9954,2.146172,0,0,0,11.221967,49.008061,0.997791,0.860724
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.010000,400,8603,0.402706,49682,0.543912,30795,3280,6.513110,0,0,0,2.380675,10.193677,0.375683,0.373598,10008,2.134592,0,0,0,11.776296,49.562390,0.997908,0.856274
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.010000,500,8603,0.402706,49682,0.543912,30795,3608,5.921009,0,0,0,2.381672,10.194674,0.413809,0.411513,10063,2.122926,0,0,0,12.346110,50.132204,0.998024,0.851786
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.020000,5,8603,0.402706,49682,0.543912,30795,26,821.653846,0,0,0,1.467396,9.280398,0.003022,0.003022,8816,2.423208,0,0,0,7.092761,44.878855,0.978961,0.936090
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.020000,10,8603,0.402706,49682,0.543912,30795,56,381.482143,0,0,0,1.673273,9.486275,0.006509,0.006509,9017,2.369192,0,0,0,8.365684,46.151778,0.986168,0.928634
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.020000,100,8603,0.402706,49682,0.543912,30795,738,28.947154,0,0,0,1.957498,9.770500,0.085784,0.085784,9194,2.323581,0,0,0,9.664644,47.450738,0.992328,0.921922
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.020000,200,8603,0.402706,49682,0.543912,30795,1253,17.049481,0,0,0,2.126343,9.939345,0.145647,0.145647,9215,2.318285,0,0,0,10.294999,48.081093,0.992909,0.920871
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.020000,300,8603,0.402706,49682,0.543912,30795,1652,12.931598,0,0,0,2.090545,9.903547,0.192026,0.192026,9235,2.313265,0,0,0,10.772337,48.558431,0.993258,0.919509
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.020000,400,8603,0.402706,49682,0.543912,30795,2001,10.676162,0,0,0,2.148739,9.961741,0.232477,0.232450,9259,2.307269,0,0,0,11.260543,49.046637,0.993491,0.917552
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.020000,500,8603,0.402706,49682,0.543912,30795,2335,9.149036,0,0,0,2.187461,10.000463,0.271301,0.271269,9282,2.301551,0,0,0,11.674216,49.460310,0.993723,0.915703
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.030000,5,8603,0.402706,49682,0.543912,30795,10,2136.300000,0,0,0,1.442354,9.255356,0.001162,0.001162,8544,2.500351,0,0,0,6.854371,44.640465,0.963385,0.935546
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.030000,10,8603,0.402706,49682,0.543912,30795,22,971.045455,0,0,0,1.772329,9.585331,0.002557,0.002557,8712,2.452135,0,0,0,8.059041,45.845135,0.975009,0.939621
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.030000,100,8603,0.402706,49682,0.543912,30795,464,46.040948,0,0,0,1.906487,9.719489,0.053935,0.053935,8881,2.405472,0,0,0,9.628242,47.414336,0.984540,0.939649
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.030000,200,8603,0.402706,49682,0.543912,30795,844,25.311611,0,0,0,2.011156,9.824158,0.098105,0.098105,8896,2.401416,0,0,0,10.290520,48.076614,0.985354,0.939592
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.030000,300,8603,0.402706,49682,0.543912,30795,1203,17.758105,0,0,0,2.041082,9.854084,0.139835,0.139835,8908,2.398181,0,0,0,10.750963,48.537057,0.985935,0.939417
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.030000,400,8603,0.402706,49682,0.543912,30795,1498,14.261015,0,0,0,2.100845,9.913847,0.174009,0.173989,8926,2.393345,0,0,0,11.125030,48.911124,0.986516,0.938620
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.030000,500,8603,0.402706,49682,0.543912,30795,1789,11.941308,0,0,0,2.145002,9.958004,0.207834,0.207810,8943,2.388796,0,0,0,11.681453,49.467547,0.986981,0.937714
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.040000,5,8603,0.402706,49682,0.543912,30795,3,7121.000000,0,0,0,1.439672,9.252674,0.000349,0.000349,8339,2.561818,0,0,0,6.902555,44.688649,0.947809,0.927856
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.040000,10,8603,0.402706,49682,0.543912,30795,14,1525.928571,0,0,0,1.688578,9.501580,0.001627,0.001627,8528,2.505042,0,0,0,7.955375,45.741469,0.963617,0.937677
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.040000,100,8603,0.402706,49682,0.543912,30795,309,69.135922,0,0,0,1.940167,9.753169,0.035918,0.035918,8703,2.454671,0,0,0,9.588450,47.374544,0.976985,0.944276
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.040000,200,8603,0.402706,49682,0.543912,30795,643,33.223950,0,0,0,1.974881,9.787883,0.074741,0.074741,8712,2.452135,0,0,0,10.171939,47.958033,0.977682,0.944632
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.040000,300,8603,0.402706,49682,0.543912,30795,914,23.373085,0,0,0,2.012990,9.825992,0.106242,0.106242,8719,2.450166,0,0,0,10.661382,48.447476,0.978147,0.944763
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.040000,400,8603,0.402706,49682,0.543912,30795,1186,18.012648,0,0,0,2.074937,9.887939,0.137743,0.137727,8734,2.445958,0,0,0,10.962277,48.748371,0.978961,0.944700
,CA-CondMat_component,21363,91342,0.000200,8603,395.000000,0.040000,500,8603,0.402706,49682,0.543912,30795,1455,14.682474,0,0,0,2.155302,9.968304,0.169011,0.168991,8744,2.443161,0,0,0,11.400676,49.186770,0.979542,0.944731
